,day_of_week,hour,quantities,item_count,food_prep_time_minutes
44534,Sunday,18.75,16.0,9,45
44535,Friday,17.75,2.0,2,9
44536,Monday,22.75,11.0,7,28
44537,Thursday,14.75,6.0,5,27
44538,Thursday,19.75,7.0,5,31
44539,Friday,17.75,17.0,9,37
44540,Friday,17.75,12.0,9,24
44541,Sunday,20.75,7.0,3,42
44542,Tuesday,18.75,4.0,3,15
44543,Friday,23.75,14.0,10,37
44544,Wednesday,17.75,2.0,2,12
44545,Thursday,21.75,12.0,9,21
44546,Thursday,9.75,4.0,3,24
44547,Wednesday,3.75,10.0,8,34
44548,Thursday,16.75,6.0,4,42
44549,Tuesday,23.75,14.0,10,31
44550,Wednesday,15.75,13.0,9,41
44551,Friday,12.75,10.0,7,40
44552,Thursday,8.75,13.0,10,30
44553,Friday,12.75,1.0,1,10
44554,Friday,16.75,4.0,3,16
44555,Tuesday,21.75,3.0,3,12
44556,Sunday,9.75,13.0,9,40
44557,Wednesday,9.75,14.0,8,38
44558,Monday,21.75,8.0,5,23
44559,Thursday,12.75,4.0,2,22
44560,Friday,12.75,10.0,8,19
44561,Sunday,18.75,11.0,7,37
44562,Wednesday,20.75,3.0,3,14
44563,Friday,18.75,4.0,3,16
44564,Thursday,13.75,1.0,1,6
44565,Wednesday,20.75,7.0,6,14
44566,Sunday,16.75,13.0,9,40
44567,Thursday,14.75,13.0,9,31
44568,Friday,20.75,14.0,8,33
44569,Friday,23.75,12.0,9,24
44570,Tuesday,16.75,4.0,3,13
44571,Friday,12.75,15.0,9,24
44572,Wednesday,15.75,1.0,1,14
44573,Sunday,12.75,1.0,1,8
44574,Saturday,12.75,6.0,5,15
44575,Wednesday,17.75,10.0,9,14
44576,Thursday,18.75,6.0,5,25
44577,Friday,17.75,9.0,6,34
44578,Tuesday,7.75,5.0,2,24
44579,Saturday,18.75,13.0,10,39
44580,Thursday,20.75,13.0,9,25
44581,Thursday,14.75,15.0,10,33
44582,Thursday,13.75,15.0,10,39
44583,Tuesday,12.75,6.0,5,14
44584,Tuesday,16.75,10.0,7,34
44585,Saturday,14.75,5.0,3,25
44586,Sunday,19.75,15.0,10,35
44587,Monday,18.75,13.0,8,34
44588,Tuesday,10.75,14.0,10,16
44589,Saturday,8.75,15.0,10,23
44590,Wednesday,21.75,13.0,8,38
44591,Saturday,12.75,7.0,4,31
44592,Thursday,20.75,17.0,10,48
44593,Friday,10.75,13.0,10,22
44594,Wednesday,3.75,3.0,2,17
44595,Tuesday,18.75,13.0,9,38
44596,Monday,14.75,2.0,1,16
44597,Tuesday,16.75,11.0,9,21
44598,Tuesday,12.75,2.0,1,17
44599,Thursday,12.75,8.0,5,25
44600,Thursday,0.75,2.0,2,13
44601,Thursday,16.75,5.0,5,15
44602,Friday,19.75,2.0,2,14
44603,Thursday,7.75,7.0,5,16
44604,Wednesday,22.75,14.0,9,40
44605,Tuesday,23.75,2.0,1,14
44606,Saturday,19.75,14.0,8,31
44607,Friday,18.75,12.0,9,28
44608,Tuesday,20.75,15.0,10,32
44609,Saturday,20.75,2.0,2,12
44610,Thursday,1.75,15.0,9,36
44611,Wednesday,19.75,11.0,7,34
44612,Thursday,12.75,9.0,4,29
44613,Wednesday,18.75,12.0,10,20
44614,Saturday,8.75,10.0,8,19
44615,Wednesday,5.75,2.0,2,14
44616,Thursday,3.75,3.0,1,34
44617,Friday,12.75,10.0,10,16
44618,Wednesday,19.75,2.0,2,18
44619,Sunday,18.75,5.0,5,13
44620,Friday,19.75,13.0,5,30
44621,Saturday,14.75,8.0,4,38
44622,Thursday,8.75,9.0,5,25
44623,Thursday,20.75,11.0,8,28
44624,Thursday,21.75,7.0,6,25
44625,Sunday,20.75,2.0,2,8
44626,Wednesday,20.75,10.0,6,24
44627,Sunday,13.75,13.0,7,28
44628,Wednesday,18.75,4.0,3,30
44629,Thursday,23.75,9.0,8,14
44630,Monday,7.75,6.0,5,15
44631,Thursday,0.75,15.0,10,33
44632,Tuesday,9.75,17.0,10,27
44633,Monday,13.75,6.0,3,44
44634,Thursday,13.75,7.0,5,27
44635,Monday,8.75,15.0,10,37
44636,Wednesday,11.75,11.0,9,27
44637,Thursday,22.75,5.0,5,12
44638,Thursday,13.75,2.0,2,11
44639,Friday,18.75,8.0,5,30
44640,Thursday,14.75,9.0,6,31
44641,Thursday,12.75,17.0,10,29
44642,Friday,12.75,12.0,7,44
44643,Thursday,18.75,4.0,3,16
44644,Friday,20.75,2.0,2,12
44645,Saturday,18.75,1.0,1,10
44646,Friday,23.75,15.0,10,37
44647,Thursday,17.75,14.0,9,35
44648,Thursday,20.75,2.0,2,12
44649,Thursday,23.75,13.0,8,27
44650,Monday,6.75,6.0,4,25
44651,Tuesday,20.75,8.0,5,21
44652,Thursday,2.75,1.0,1,5
44653,Saturday,23.75,3.0,3,15
44654,Sunday,20.75,1.0,1,7
44655,Thursday,5.75,16.0,10,33
44656,Friday,20.75,7.0,5,24
44657,Friday,22.75,1.0,1,13
44658,Saturday,18.75,5.0,4,20
44659,Tuesday,15.75,4.0,2,37
44660,Friday,20.75,3.0,1,41
44661,Friday,9.75,9.0,9,13
44662,Saturday,20.75,13.0,9,27
44663,Thursday,20.75,4.0,2,43
44664,Thursday,18.75,12.0,7,41
44665,Tuesday,14.75,10.0,6,37
44666,Thursday,20.75,10.0,5,41
44667,Sunday,23.75,7.0,7,13
44668,Friday,12.75,6.0,4,38
44669,Wednesday,11.75,2.0,1,15
44670,Tuesday,13.75,5.0,4,13
44671,Tuesday,13.75,1.0,1,11
44672,Tuesday,16.75,14.0,7,39
44673,Thursday,1.75,9.0,7,24
44674,Friday,20.75,16.0,9,41
44675,Thursday,18.75,11.0,8,21
44676,Thursday,20.75,12.0,8,21
44677,Thursday,15.75,14.0,9,30
44678,Wednesday,17.75,11.0,6,31
44679,Sunday,20.75,3.0,1,22
44680,Monday,13.75,11.0,8,29
44681,Thursday,22.75,10.0,8,43
44682,Friday,14.75,14.0,10,21
44683,Sunday,11.75,12.0,8,23
44684,Sunday,18.75,11.0,10,20
44685,Sunday,20.75,6.0,6,15
44686,Monday,17.75,10.0,5,31
44687,Wednesday,21.75,11.0,9,18
44688,Thursday,12.75,9.0,5,43
44689,Friday,20.75,11.0,10,15
44690,Thursday,20.75,7.0,5,20
44691,Saturday,22.75,11.0,8,19
44692,Friday,19.75,8.0,6,21
44693,Thursday,14.75,10.0,6,42
44694,Saturday,17.75,9.0,6,25
44695,Friday,16.75,10.0,8,23
44696,Thursday,7.75,14.0,10,23
44697,Sunday,9.75,1.0,1,9
44698,Friday,2.75,8.0,6,34
44699,Tuesday,22.75,14.0,10,30
44700,Sunday,0.75,2.0,2,4
44701,Thursday,21.75,8.0,6,22
44702,Monday,18.75,10.0,5,45
44703,Friday,19.75,2.0,2,15
44704,Thursday,14.75,10.0,8,31
44705,Thursday,0.75,4.0,3,24
44706,Thursday,13.75,14.0,8,41
44707,Wednesday,15.75,19.0,10,41
44708,Monday,9.75,15.0,10,37
44709,Monday,9.75,13.0,7,40
44710,Friday,12.75,12.0,10,20
44711,Thursday,19.75,5.0,4,33
44712,Friday,16.75,6.0,5,15
44713,Tuesday,12.75,4.0,4,13
44714,Wednesday,23.75,1.0,1,13
44715,Saturday,20.75,12.0,9,40
44716,Friday,10.75,8.0,6,35
44717,Thursday,22.75,14.0,9,37
44718,Saturday,19.75,4.0,4,14
44719,Friday,23.75,10.0,8,27
44720,Friday,20.75,14.0,9,46
44721,Tuesday,6.75,12.0,9,19
44722,Friday,17.75,17.0,10,33
44723,Wednesday,18.75,8.0,6,41
44724,Friday,23.75,1.0,1,16
44725,Saturday,18.75,5.0,4,28
44726,Wednesday,13.75,4.0,3,22
44727,Friday,13.75,10.0,8,20
44728,Wednesday,16.75,11.0,9,28
44729,Thursday,12.75,7.0,4,17
44730,Saturday,14.75,12.0,9,30
44731,Friday,22.75,12.0,6,39
44732,Wednesday,14.75,17.0,10,30
44733,Sunday,6.75,12.0,9,21
44734,Thursday,21.75,8.0,8,16
44735,Thursday,13.75,8.0,4,39
44736,Thursday,20.75,4.0,3,23
44737,Friday,16.75,2.0,2,13
44738,Thursday,12.75,4.0,4,15
44739,Thursday,14.75,16.0,9,45
44740,Tuesday,14.75,7.0,5,24
44741,Thursday,6.75,8.0,4,36
44742,Tuesday,19.75,4.0,4,14
44743,Thursday,7.75,12.0,8,36
44744,Friday,0.75,8.0,6,18
44745,Saturday,12.75,12.0,8,24
44746,Thursday,18.75,14.0,10,37
44747,Thursday,23.75,2.0,2,13
44748,Friday,12.75,2.0,2,8
44749,Thursday,23.75,3.0,1,41
44750,Friday,17.75,8.0,5,21
44751,Thursday,7.75,1.0,1,6
44752,Thursday,10.75,12.0,8,39
44753,Thursday,18.75,11.0,9,35
44754,Saturday,20.75,12.0,9,30
44755,Friday,21.75,13.0,9,25
44756,Wednesday,16.75,16.0,10,34
44757,Wednesday,17.75,5.0,2,39
44758,Monday,18.75,1.0,1,13
44759,Tuesday,17.75,4.0,4,12
44760,Friday,11.75,8.0,6,22
44761,Friday,20.75,17.0,9,49
44762,Thursday,14.75,3.0,2,16
44763,Tuesday,14.75,2.0,1,20
44764,Wednesday,21.75,8.0,6,40
44765,Saturday,4.75,7.0,7,13
44766,Thursday,20.75,9.0,6,45
44767,Monday,0.75,7.0,4,25
44768,Saturday,17.75,9.0,6,22
44769,Friday,11.75,5.0,2,32
44770,Friday,3.75,1.0,1,6
44771,Wednesday,5.75,6.0,6,10
44772,Friday,18.75,7.0,5,24
44773,Wednesday,18.75,4.0,3,33
44774,Tuesday,23.75,6.0,2,38
44775,Wednesday,10.75,1.0,1,9
44776,Wednesday,15.75,10.0,6,20
44777,Monday,19.75,6.0,4,45
44778,Wednesday,18.75,1.0,1,13
44779,Sunday,23.75,17.0,10,40
44780,Tuesday,13.75,4.0,2,20
44781,Thursday,23.75,11.0,7,39
44782,Monday,19.75,11.0,7,47
44783,Friday,6.75,4.0,2,17
44784,Thursday,18.75,8.0,5,27
44785,Tuesday,23.75,13.0,9,34
44786,Thursday,7.75,3.0,3,12
44787,Monday,20.75,10.0,7,41
44788,Sunday,22.75,5.0,3,27
44789,Friday,12.75,12.0,8,20
44790,Saturday,13.75,4.0,4,6
44791,Wednesday,18.75,2.0,2,12
44792,Wednesday,23.75,1.0,1,11
44793,Thursday,18.75,2.0,2,14
44794,Thursday,3.75,8.0,4,35
44795,Thursday,18.75,10.0,6,26
44796,Thursday,14.75,3.0,2,17
44797,Saturday,11.75,14.0,8,35
44798,Monday,13.75,3.0,2,12
44799,Sunday,21.75,10.0,7,27
44800,Wednesday,23.75,12.0,10,24
44801,Wednesday,17.75,6.0,6,16
44802,Wednesday,19.75,1.0,1,13
44803,Saturday,22.75,7.0,6,19
44804,Thursday,23.75,2.0,1,26
44805,Thursday,18.75,3.0,2,24
44806,Thursday,10.75,10.0,9,13
44807,Thursday,23.75,3.0,3,10
44808,Thursday,11.75,15.0,7,41
44809,Friday,15.75,14.0,7,35
44810,Thursday,22.75,1.0,1,12
44811,Thursday,5.75,5.0,4,24
44812,Friday,3.75,5.0,4,9
44813,Friday,12.75,1.0,1,9
44814,Thursday,16.75,4.0,4,10
44815,Tuesday,20.75,1.0,1,12
44816,Thursday,0.75,11.0,10,26
44817,Sunday,23.75,12.0,7,41
44818,Monday,19.75,12.0,8,24
44819,Monday,18.75,9.0,6,44
44820,Wednesday,14.75,9.0,5,40
44821,Wednesday,14.75,6.0,3,38
44822,Thursday,13.75,4.0,4,14
44823,Thursday,17.75,7.0,5,23
44824,Thursday,22.75,13.0,7,26
44825,Saturday,2.75,10.0,7,20
44826,Thursday,6.75,4.0,3,27
44827,Saturday,15.75,13.0,7,28
44828,Friday,12.75,16.0,10,41
44829,Tuesday,23.75,13.0,7,31
44830,Friday,8.75,2.0,1,13
44831,Saturday,17.75,12.0,8,22
44832,Friday,20.75,12.0,9,30
44833,Monday,18.75,12.0,10,29
44834,Friday,13.75,14.0,10,26
44835,Friday,11.75,6.0,6,10
44836,Thursday,6.75,7.0,5,14
44837,Saturday,19.75,5.0,3,43
44838,Sunday,23.75,13.0,9,42
44839,Thursday,13.75,8.0,6,40
44840,Wednesday,16.75,14.0,10,31
44841,Saturday,20.75,3.0,1,41
44842,Sunday,18.75,15.0,8,43
44843,Friday,1.75,8.0,5,16
44844,Thursday,15.75,4.0,3,16
44845,Saturday,5.75,13.0,8,34
44846,Wednesday,19.75,2.0,2,12
44847,Wednesday,22.75,11.0,9,30
44848,Thursday,17.75,15.0,10,39
44849,Tuesday,23.75,5.0,4,19
44850,Tuesday,12.75,5.0,4,27
44851,Friday,8.75,3.0,1,31
44852,Thursday,9.75,3.0,3,15
44853,Friday,13.75,15.0,10,35
44854,Friday,15.75,16.0,10,34
44855,Friday,18.75,4.0,2,39
44856,Wednesday,20.75,7.0,5,25
44857,Wednesday,15.75,11.0,9,17
44858,Monday,20.75,4.0,2,22
44859,Tuesday,21.75,9.0,6,27
44860,Friday,19.75,13.0,10,38
44861,Sunday,15.75,2.0,2,11
44862,Thursday,19.75,10.0,6,48
44863,Thursday,20.75,13.0,10,29
44864,Friday,8.75,16.0,10,35
44865,Thursday,11.75,11.0,7,31
44866,Saturday,19.75,6.0,5,27
44867,Thursday,9.75,9.0,7,22
44868,Sunday,21.75,4.0,4,15
44869,Monday,23.75,13.0,6,35
44870,Tuesday,0.75,11.0,10,21
44871,Friday,18.75,16.0,9,43
44872,Friday,13.75,9.0,7,21
44873,Wednesday,17.75,2.0,2,14
44874,Friday,13.75,12.0,8,22
44875,Thursday,19.75,11.0,7,47
44876,Friday,19.75,7.0,5,45
44877,Friday,12.75,14.0,10,38
44878,Sunday,11.75,4.0,4,15
44879,Thursday,19.75,1.0,1,8
44880,Thursday,16.75,13.0,9,25
44881,Wednesday,13.75,4.0,2,31
44882,Thursday,4.75,3.0,3,11
44883,Monday,14.75,6.0,6,15
44884,Saturday,10.75,10.0,7,23
44885,Wednesday,13.75,12.0,9,39
44886,Thursday,18.75,4.0,2,30
44887,Wednesday,7.75,1.0,1,9
44888,Wednesday,20.75,2.0,2,18
44889,Wednesday,22.75,10.0,8,28
44890,Thursday,2.75,3.0,3,13
44891,Saturday,15.75,4.0,4,12
44892,Thursday,0.75,6.0,5,15
44893,Monday,10.75,10.0,5,31
44894,Friday,22.75,10.0,6,37
44895,Wednesday,19.75,1.0,1,12
44896,Wednesday,22.75,2.0,1,17
44897,Wednesday,8.75,7.0,5,21
44898,Friday,20.75,8.0,6,26
44899,Friday,19.75,1.0,1,13
44900,Friday,9.75,10.0,6,31
44901,Saturday,22.75,4.0,2,43
44902,Friday,21.75,8.0,5,26
44903,Saturday,15.75,15.0,9,43
44904,Wednesday,20.75,14.0,9,31
44905,Friday,19.75,10.0,10,18
44906,Friday,16.75,6.0,4,43
44907,Wednesday,17.75,12.0,9,18
44908,Friday,20.75,6.0,6,14
44909,Saturday,14.75,15.0,10,39
44910,Friday,19.75,15.0,10,49
44911,Tuesday,11.75,14.0,8,41
44912,Wednesday,17.75,12.0,9,20
44913,Thursday,0.75,3.0,1,29
44914,Friday,20.75,5.0,4,26
44915,Monday,22.75,7.0,4,30
44916,Sunday,4.75,12.0,8,27
44917,Sunday,16.75,15.0,9,35
44918,Thursday,18.75,8.0,6,41
44919,Sunday,13.75,14.0,8,40
44920,Thursday,7.75,2.0,2,11
44921,Thursday,14.75,6.0,5,21
44922,Sunday,19.75,1.0,1,13
44923,Sunday,11.75,9.0,8,13
44924,Thursday,16.75,1.0,1,7
44925,Thursday,12.75,13.0,9,38
44926,Wednesday,20.75,11.0,9,30
44927,Thursday,21.75,1.0,1,13
44928,Thursday,19.75,7.0,3,29
44929,Wednesday,16.75,10.0,8,18
44930,Tuesday,9.75,11.0,7,26
44931,Tuesday,3.75,11.0,6,38
44932,Tuesday,18.75,2.0,2,13
44933,Wednesday,15.75,1.0,1,6
44934,Friday,9.75,16.0,10,34
44935,Friday,15.75,9.0,5,28
44936,Monday,16.75,13.0,9,38
44937,Thursday,19.75,11.0,9,29
44938,Wednesday,17.75,3.0,2,14
44939,Sunday,18.75,12.0,7,28
44940,Wednesday,21.75,4.0,4,9
44941,Thursday,11.75,5.0,5,12
44942,Saturday,12.75,12.0,7,27
44943,Saturday,14.75,8.0,7,12
44944,Wednesday,6.75,7.0,6,12
44945,Thursday,3.75,4.0,3,23
44946,Thursday,20.75,7.0,4,45
44947,Sunday,16.75,3.0,3,13
44948,Friday,17.75,6.0,4,26
44949,Tuesday,22.75,3.0,3,14
44950,Saturday,14.75,6.0,6,14
44951,Monday,11.75,1.0,1,5
44952,Thursday,18.75,15.0,9,43
44953,Wednesday,6.75,8.0,6,27
44954,Friday,2.75,15.0,10,38
44955,Saturday,22.75,13.0,8,34
44956,Thursday,20.75,6.0,5,15
44957,Thursday,22.75,7.0,5,18
44958,Wednesday,12.75,2.0,1,15
44959,Thursday,6.75,12.0,7,26
44960,Sunday,12.75,9.0,5,39
44961,Monday,21.75,3.0,2,13
44962,Friday,20.75,4.0,4,13
44963,Tuesday,6.75,10.0,7,28
44964,Thursday,23.75,5.0,5,13
44965,Monday,20.75,7.0,6,12
44966,Monday,22.75,10.0,9,12
44967,Thursday,14.75,8.0,8,14
44968,Friday,18.75,12.0,7,27
44969,Friday,17.75,11.0,8,27
44970,Thursday,13.75,4.0,4,12
44971,Monday,14.75,9.0,8,26
44972,Thursday,20.75,8.0,6,25
44973,Wednesday,10.75,1.0,1,8
44974,Wednesday,13.75,1.0,1,6
44975,Friday,21.75,11.0,7,35
44976,Friday,23.75,1.0,1,8
44977,Wednesday,11.75,14.0,9,23
44978,Friday,20.75,9.0,5,48
44979,Saturday,18.75,5.0,3,39
44980,Sunday,12.75,9.0,8,16
44981,Thursday,18.75,4.0,4,15
44982,Friday,22.75,8.0,6,41
44983,Thursday,21.75,1.0,1,15
44984,Thursday,17.75,16.0,8,32
44985,Wednesday,11.75,13.0,6,28
44986,Thursday,16.75,6.0,2,41
44987,Tuesday,13.75,7.0,7,16
44988,Monday,19.75,14.0,8,41
44989,Tuesday,18.75,10.0,6,31
44990,Tuesday,18.75,12.0,7,37
44991,Thursday,19.75,11.0,6,30
44992,Friday,14.75,13.0,9,44
44993,Friday,2.75,8.0,6,18
44994,Wednesday,20.75,7.0,6,19
44995,Thursday,9.75,12.0,7,42
44996,Tuesday,4.75,6.0,6,13
44997,Monday,13.75,12.0,8,27
44998,Tuesday,13.75,9.0,5,28
44999,Wednesday,17.75,8.0,6,28
45000,Thursday,21.75,5.0,5,16
45001,Wednesday,18.75,5.0,2,21
45002,Friday,18.75,14.0,8,41
45003,Wednesday,7.75,14.0,9,36
45004,Friday,20.75,8.0,7,24
45005,Friday,19.75,4.0,3,27
45006,Thursday,21.75,8.0,7,16
45007,Friday,18.75,8.0,7,30
45008,Friday,13.75,5.0,3,27
45009,Thursday,8.75,16.0,7,38
45010,Tuesday,10.75,1.0,1,11
45011,Sunday,8.75,1.0,1,13
45012,Friday,20.75,11.0,6,37
45013,Thursday,16.75,3.0,3,12
45014,Monday,13.75,12.0,6,34
45015,Tuesday,9.75,3.0,3,10
45016,Friday,14.75,15.0,8,33
45017,Friday,11.75,4.0,2,26
45018,Friday,6.75,7.0,5,39
45019,Thursday,18.75,13.0,10,29
45020,Thursday,18.75,17.0,10,45
45021,Tuesday,20.75,9.0,5,27
45022,Thursday,22.75,4.0,4,13
45023,Saturday,20.75,7.0,5,45
45024,Friday,0.75,19.0,9,35
45025,Monday,20.75,17.0,9,32
45026,Monday,15.75,3.0,1,40
45027,Thursday,20.75,6.0,5,31
45028,Tuesday,9.75,11.0,9,37
45029,Friday,23.75,1.0,1,15
45030,Friday,19.75,12.0,7,44
45031,Thursday,10.75,12.0,9,35
45032,Thursday,9.75,11.0,7,35
45033,Wednesday,19.75,6.0,3,36
45034,Saturday,18.75,11.0,6,49
45035,Friday,11.75,5.0,3,16
45036,Wednesday,15.75,9.0,7,27
45037,Tuesday,20.75,12.0,9,45
45038,Wednesday,19.75,12.0,10,42
45039,Thursday,19.75,13.0,9,48
45040,Monday,16.75,1.0,1,12
45041,Tuesday,17.75,8.0,6,36
45042,Friday,19.75,3.0,1,26
45043,Thursday,18.75,10.0,8,37
45044,Sunday,18.75,2.0,2,9
45045,Thursday,10.75,4.0,3,10
45046,Thursday,18.75,5.0,5,11
45047,Tuesday,12.75,7.0,4,31
45048,Friday,7.75,4.0,3,24
45049,Friday,20.75,3.0,3,14
45050,Saturday,17.75,9.0,3,41
45051,Thursday,23.75,9.0,7,28
45052,Thursday,19.75,2.0,1,15
45053,Sunday,16.75,9.0,8,12
45054,Tuesday,16.75,6.0,5,21
45055,Saturday,19.75,10.0,9,14
45056,Monday,15.75,4.0,4,14
45057,Thursday,18.75,1.0,1,10
45058,Saturday,9.75,11.0,7,26
45059,Friday,23.75,6.0,5,25
45060,Friday,19.75,10.0,6,49
45061,Wednesday,2.75,6.0,4,18
45062,Saturday,13.75,15.0,9,43
45063,Tuesday,22.75,10.0,5,44
45064,Saturday,14.75,5.0,3,22
45065,Thursday,2.75,11.0,7,35
45066,Sunday,23.75,7.0,5,28
45067,Wednesday,20.75,11.0,8,29
45068,Friday,14.75,10.0,7,41
45069,Tuesday,21.75,2.0,2,12
45070,Saturday,19.75,14.0,10,40
45071,Saturday,21.75,14.0,9,42
45072,Thursday,11.75,11.0,7,38
45073,Thursday,21.75,10.0,8,25
45074,Friday,20.75,5.0,4,27
45075,Tuesday,11.75,10.0,9,20
45076,Friday,1.75,11.0,9,24
45077,Saturday,10.75,5.0,3,27
45078,Thursday,22.75,12.0,10,27
45079,Thursday,10.75,1.0,1,11
45080,Saturday,9.75,11.0,7,39
45081,Friday,20.75,16.0,10,42
45082,Thursday,20.75,12.0,8,31
45083,Tuesday,21.75,13.0,8,41
45084,Friday,18.75,12.0,8,43
45085,Tuesday,12.75,6.0,2,42
45086,Monday,13.75,9.0,7,40
45087,Thursday,6.75,6.0,3,19
45088,Wednesday,16.75,6.0,4,20
45089,Thursday,20.75,7.0,7,14
45090,Thursday,14.75,5.0,3,31
45091,Saturday,20.75,3.0,3,16
45092,Friday,14.75,5.0,3,36
45093,Sunday,7.75,3.0,3,12
45094,Tuesday,16.75,8.0,7,14
45095,Saturday,14.75,3.0,3,8
45096,Wednesday,12.75,10.0,6,42
45097,Friday,20.75,14.0,10,31
45098,Tuesday,9.75,9.0,9,14
45099,Monday,2.75,5.0,4,25
45100,Wednesday,20.75,3.0,3,16
45101,Wednesday,8.75,10.0,6,40
45102,Thursday,14.75,14.0,7,42
45103,Sunday,16.75,10.0,7,24
45104,Sunday,11.75,4.0,2,36
45105,Thursday,21.75,7.0,5,20
45106,Thursday,19.75,5.0,3,20
45107,Monday,14.75,2.0,2,14
45108,Saturday,18.75,17.0,10,45
45109,Wednesday,9.75,3.0,1,37
45110,Thursday,16.75,5.0,3,27
45111,Thursday,17.75,4.0,3,28
45112,Thursday,20.75,7.0,3,48
45113,Sunday,17.75,8.0,6,28
45114,Friday,7.75,8.0,4,18
45115,Thursday,19.75,12.0,7,41
45116,Thursday,12.75,14.0,9,44
45117,Friday,18.75,6.0,4,21
45118,Tuesday,18.75,10.0,7,42
45119,Friday,18.75,6.0,2,48
45120,Wednesday,9.75,1.0,1,9
45121,Saturday,20.75,3.0,3,15
45122,Thursday,19.75,5.0,3,33
45123,Thursday,20.75,14.0,9,36
45124,Thursday,7.75,1.0,1,5
45125,Thursday,17.75,5.0,3,30
45126,Thursday,20.75,13.0,8,22
45127,Friday,19.75,11.0,10,30
45128,Tuesday,17.75,2.0,2,7
45129,Friday,20.75,10.0,6,41
45130,Tuesday,18.75,6.0,6,15
45131,Thursday,10.75,9.0,9,15
45132,Monday,18.75,12.0,9,37
45133,Tuesday,19.75,4.0,3,27
45134,Monday,19.75,7.0,5,25
45135,Thursday,21.75,5.0,3,29
45136,Thursday,21.75,4.0,4,10
45137,Thursday,21.75,1.0,1,5
45138,Thursday,20.75,2.0,2,12
45139,Thursday,14.75,1.0,1,13
45140,Saturday,11.75,13.0,9,41
45141,Saturday,10.75,13.0,7,28
45142,Saturday,9.75,1.0,1,7
45143,Tuesday,17.75,11.0,7,27
45144,Sunday,0.75,12.0,7,34
45145,Wednesday,9.75,1.0,1,14
45146,Thursday,20.75,5.0,5,14
45147,Thursday,19.75,1.0,1,11
45148,Friday,15.75,8.0,5,42
45149,Thursday,16.75,5.0,2,25
45150,Tuesday,0.75,9.0,6,29
45151,Thursday,9.75,5.0,5,12
45152,Thursday,13.75,4.0,4,14
45153,Friday,21.75,12.0,9,27
45154,Sunday,13.75,19.0,10,43
45155,Thursday,19.75,5.0,4,12
45156,Saturday,12.75,10.0,7,35
45157,Friday,19.75,8.0,6,24
45158,Monday,20.75,16.0,10,44
45159,Monday,22.75,4.0,3,17
45160,Sunday,14.75,1.0,1,14
45161,Tuesday,23.75,6.0,5,13
45162,Monday,20.75,11.0,6,38
45163,Sunday,20.75,6.0,6,12
45164,Saturday,20.75,6.0,6,16
45165,Sunday,20.75,8.0,6,30
45166,Sunday,21.75,3.0,3,14
45167,Saturday,16.75,11.0,8,43
45168,Friday,14.75,15.0,10,40
45169,Thursday,0.75,1.0,1,11
45170,Wednesday,6.75,10.0,7,16
45171,Friday,20.75,9.0,8,30
45172,Tuesday,10.75,12.0,9,41
45173,Friday,22.75,2.0,1,18
45174,Sunday,6.75,6.0,6,11
45175,Saturday,11.75,12.0,9,18
45176,Wednesday,19.75,4.0,2,21
45177,Sunday,20.75,10.0,8,34
45178,Thursday,6.75,3.0,2,24
45179,Wednesday,20.75,1.0,1,9
45180,Monday,7.75,11.0,10,14
45181,Friday,15.75,8.0,5,39
45182,Friday,3.75,2.0,2,13
45183,Thursday,0.75,11.0,8,25
45184,Tuesday,19.75,1.0,1,8
45185,Thursday,11.75,9.0,5,35
45186,Thursday,1.75,2.0,1,15
45187,Sunday,11.75,11.0,9,25
45188,Friday,21.75,12.0,7,42
45189,Wednesday,7.75,3.0,2,16
45190,Wednesday,10.75,11.0,10,12
45191,Wednesday,23.75,8.0,6,21
45192,Wednesday,10.75,1.0,1,7
45193,Thursday,11.75,13.0,8,42
45194,Sunday,13.75,3.0,3,13
45195,Thursday,22.75,5.0,5,15
45196,Tuesday,12.75,11.0,8,38
45197,Friday,15.75,1.0,1,12
45198,Tuesday,19.75,5.0,5,16
45199,Tuesday,17.75,2.0,1,25
45200,Wednesday,15.75,9.0,6,30
45201,Sunday,12.75,15.0,10,38
45202,Wednesday,7.75,2.0,2,13
45203,Friday,18.75,9.0,6,32
45204,Friday,14.75,13.0,8,45
45205,Monday,7.75,18.0,9,34
45206,Sunday,14.75,2.0,2,12
45207,Tuesday,10.75,7.0,7,13
45208,Sunday,23.75,10.0,5,43
45209,Friday,6.75,16.0,9,37
45210,Friday,18.75,8.0,6,25
45211,Thursday,14.75,13.0,7,43
45212,Friday,23.75,6.0,5,23
45213,Tuesday,19.75,7.0,4,29
45214,Thursday,0.75,3.0,2,12
45215,Saturday,18.75,10.0,8,20
45216,Friday,3.75,5.0,5,11
45217,Sunday,8.75,15.0,8,35
45218,Wednesday,6.75,11.0,8,21
45219,Wednesday,20.75,6.0,4,20
45220,Monday,7.75,3.0,1,16
45221,Friday,19.75,10.0,8,25
45222,Thursday,8.75,15.0,9,39
45223,Wednesday,14.75,8.0,6,25
45224,Friday,12.75,9.0,7,26
45225,Monday,14.75,7.0,5,14
45226,Thursday,20.75,5.0,4,20
45227,Saturday,7.75,14.0,9,36
45228,Monday,10.75,11.0,9,38
45229,Friday,16.75,7.0,3,34
45230,Friday,17.75,9.0,9,14
45231,Friday,13.75,3.0,3,13
45232,Friday,19.75,15.0,10,45
